Date,open,high,low,close,volume,returns,price_change,high_low_ratio,open_close_ratio,volume_ma_10,volume_ratio,volatility_5d,volatility_20d,vix_proxy,treasury_10y,treasury_3m,fed_funds_rate,yield_curve_spread,news_sentiment,news_volume,fear_greed_index,sentiment_ma_5,sentiment_volatility,target_return_1d,target_return_5d,target_direction_1d,target_direction_5d,sma_5,price_to_sma_5,sma_10,price_to_sma_10,sma_20,price_to_sma_20,sma_50,price_to_sma_50,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_position
2015-05-01 04:00:00,175.17856850421865,176.32468342062182,175.0781837216537,176.28285217285156,103399700,0.0107827906142916,0.0108411344154373,1.0071196746074875,0.9937357283761772,96353830.0,1.073124960367429,0.0080350928257074,0.0058563678020056,10.0,3.058471212701252,2.324925301673799,2.1040182571733874,0.7335459110274525,14.586793116906534,32.51068328902497,24.820410457066544,-12.24847492004929,24.492158604957957,0.0028437292459806,0.0042620499160006,1,1,176.00850524902344,1.0015587140146436,176.0863052368164,1.001116196604675,175.43837966918946,1.0048134992198086,174.59177032470703,1.0096859195883028,55.50292564033405,0.5156951068723572,0.5369793805106895,-0.0212842736383322,177.60512499124948,173.27163434712944,0.6948711957663822
2015-05-04 04:00:00,176.7095649534133,177.37046572085302,176.60081898752657,176.7848663330078,70927200,0.0028437292459806,0.0028477764794956,1.004358115311916,0.999574050759228,94227600.0,0.7527221323688601,0.0079293597737611,0.0057210788432261,10.0,3.357522665419416,2.7376398746448305,2.549365975726842,0.6198827907745854,-4.341105701783063,29.49774229907379,49.59939568415112,-10.411344286674042,24.13004642868276,-0.0115177934069751,-0.003365640391115,0,0,176.10053405761718,1.0038860318002598,176.20928192138672,1.0032664817956518,175.58436126708983,1.0068371981266135,174.60881500244142,1.0124624368508313,56.09598421245141,0.5555308201704179,0.540689710807118,0.0148411093632998,177.6975906646247,173.47113186955497,0.7840451366326814
2015-05-05 04:00:00,176.54228342045013,176.9020170275064,174.61815986939052,174.7603759765625,113326200,-0.0115177934069751,-0.0114517175504819,1.0130791503004275,1.0101962898278876,98304240.0,1.1528109062233736,0.0093036474750909,0.0063177176523032,10.0,3.327462283038777,2.6790200009698117,2.546942320670305,0.6484422820689653,-21.783737496376197,105.9917887071012,18.8520366669959,-16.46140267148359,24.268492764156097,-0.0041258141325042,0.0051564637270518,0,1,175.6755584716797,0.9947904961676002,176.15072326660157,0.9921070588626832,175.6521240234375,0.9949232151228868,174.58586944580077,1.0009995455606784,45.36103912192737,0.4216263401551998,0.5168768191606086,-0.0952504790054087,177.54673049279614,173.75751755407885,0.2646614056013269
2015-05-06 04:00:00,175.31242845084097,175.62195671608615,172.97001892425095,174.04083251953125,135060200,-0.0041258141325042,-0.0041173146544829,1.015331777196582,1.007306308024969,103983800.0,1.2988580913565382,0.0093037760525398,0.0063537974324409,10.0,3.52696788360158,3.3149960561094844,3.0694907000825964,0.2119718274920954,-36.0084237101977,22.52093248578818,18.63437377229775,-15.796572326899872,24.915109964502268,0.0039819998805434,0.0094726646806383,1,1,175.25223388671876,0.99308766946748,175.93404998779295,0.9892390502668864,175.65463485717774,0.9908126401619938,174.53854034423827,0.997148435963052,43.26190109479733,0.2554267564918007,0.4645864245143599,-0.2091596680225592,177.54008104182253,173.76918867253295,0.0720370194627109
2015-05-07 04:00:00,173.94050183363868,175.1619057521025,173.60587726795188,174.73524475097656,88244900,0.0039819998805434,0.0039899385758648,1.0089629942755278,0.9954517308830824,102549700.0,0.8605086119218291,0.0085017854556364,0.0063387559434224,10.0,3.065181520231622,2.5432667186285243,2.434783866929712,0.5219148016030979,-10.855623285970609,25.072482563740586,44.05626089962383,-11.680419415484208,19.804078578816352,0.0130799283289559,0.0158645664035736,1,1,175.32083435058593,0.9966598972576278,175.7424743652344,0.9942687183738828,175.65337829589845,0.9947730379351132,174.50809661865233,1.0013016480995756,52.92981184332205,0.1769137958590079,0.407051562434109,-0.2301377665751011,177.5413656614927,173.7653909303042,0.2568485992932219
2015-05-08 04:00:00,176.41672528377873,177.23656421132716,176.33306277959574,177.03578186035156,155877300,0.0130799283289559,0.0131658447764995,1.005123834506639,0.99650321211866,112004690.0,1.3917033295659316,0.0092341287825131,0.0068904181812225,10.0,2.6040350656359736,2.333439103961447,2.2241702761299886,0.2705959616745268,-12.43559516351786,22.36234708861745,40.95689142150632,-17.084897071569085,17.994082523438273,-0.004783961061135,0.0038674607953044,0,1,175.47142028808594,1.0089151929681612,175.73996276855468,1.007373502710385,175.71946716308594,1.0074910009603202,174.52782806396485,1.0143699364405516,55.347200486680215,0.2944385863622472,0.3845288618854527,-0.0900902755232055,177.7063381068518,173.73259621932007,0.8312531952303645
2015-05-11 04:00:00,176.9939889472217,177.26168602209617,176.11558358680324,176.1908721923828,75708100,-0.004783961061135,-0.0047725361454625,1.00650767190473,1.00455821998521,111639690.0,0.6781468131987827,0.0094504435312185,0.0069000446221913,10.0,3.1221830106356854,1.952722795515153,1.6121746413773708,1.1694602151205324,-11.364813938641236,11.165271189797382,49.61003046623416,-18.48963871894072,18.02226578855972,-0.0029956892888082,0.0117533677839152,0,1,175.35262145996094,1.004780371832726,175.72657775878906,1.002642141214581,175.7830467224121,1.0023200500706688,174.54265441894532,1.009443065816344,52.91726990910796,0.3165778614428234,0.3709386109497614,-0.054360749506938,177.74330687202473,173.8227865727995,0.6040233027364494
2015-05-12 04:00:00,175.3543205043782,176.20762977200917,174.52610744181493,175.66384887695312,119727600,-0.0029956892888082,-0.0029912066889267,1.009634789630284,0.9982379506395096,114926100.0,1.0417790214755396,0.007591208805439,0.0069292396190071,10.0,2.979244816427232,2.401604791601507,2.1556180367154623,0.5776400248257247,37.63060729092334,151.18220687188466,45.4601645153468,-6.606769761480814,23.63005204494907,0.0001903868210822,0.0144205017143113,1,1,175.53331604003907,1.0007436356804442,175.60443725585938,1.0003383264228525,175.80354232788085,0.999205400249176,174.52478729248048,1.0065266464560343,48.07827757409847,0.2887501506406806,0.354500869687232,-0.0657507190465513,177.74902528469423,173.85805937106747,0.4640980018769902
2015-05-13 04:00:00,176.07375193474158,176.70118251004993,175.46305641567162,175.69729614257812,94667900,0.0001903868210822,0.0001904049458032,1.0070563349326664,1.0021426385062748,111824400.0,0.8465764180268349,0.007086805659112,0.0068531604352285,10.0,3.362436302239285,3.1327004557399745,2.9566270001764514,0.2297358464993104,-13.78364375292154,71.7134871661269,40.15391992881807,-2.1618137700255824,21.583028188848136,0.0103739016034787,0.0135257284656831,1,1,175.86460876464844,0.9990486282416594,175.55842132568358,1.0007910461705332,175.78639373779296,0.9994931485121212,174.52208068847656,1.006733906961603,46.52860008753202,0.2662945870117994,0.3368595709096272,-0.0705649838978277,177.72913523231256,173.84365224327337,0.4770691068610571
2015-05-14 04:00:00,176.7179713174611,177.62147315253043,176.44190024854174,177.52944946289062,95934000,0.0103739016034787,0.0104278970737585,1.0066853332588637,0.9954290505159306,105287310.0,0.911163937990248,0.0080663212034015,0.0072412736116234,10.0,2.452301455570848,2.2011525752211685,1.8771144376960045,0.2511488803496791,17.681217155309287,115.27950379971756,23.954256040349875,3.5455543182303964,21.493259703966743,0.0010828227206867,0.0060600377574655,1,1,176.42344970703124,1.0062690065164013,175.87214202880858,1.0094233652639004,175.86336212158204,1.009473760317153,174.57084259033203,1.016947886764238,51.54547129148795,0.3903705286852528,0.3475617829661176,0.0428087457191351,177.95625401364296,173.77047022952112,0.8980347354845805
